time,time1,width,height,frame_id,filename,angle_convert,angle_smooth,angle_smooth_convert,brake_input,gear_cmd,curv1,curv1_l/r_qin,curv1_l/r_qin_atan,,curv6,curv6_l/r_qin,curv6_l/r_qin_atan,angle
,,,,,image/4036.jpg,0.029873803,,,,,0.000231671,0.062968251,0.062885225,,0.000208501,0.056670538,0.056609988,0.029873803
,,,,,image/4037.jpg,0.009583543,,,,,0.000208501,0.056670538,0.056609988,,-6.72E-05,-0.018277853,-0.018275818,0.009583543
,,,,,image/4038.jpg,-0.028398852,,,,,-6.72E-05,-0.018277853,-0.018275818,,-0.000351764,-0.095609329,-0.095319591,-0.028398852
,,,,,image/4039.jpg,-0.050548702,,,,,-0.000351764,-0.095609329,-0.095319591,,-0.000394717,-0.107284005,-0.106875216,-0.050548702
,,,,,image/4040.jpg,-0.048448552,,,,,-0.000394717,-0.107284005,-0.106875216,,-0.000320598,-0.087138545,-0.086918993,-0.048448552
,,,,,image/4041.jpg,-0.03866462,,,,,-0.000320598,-0.087138545,-0.086918993,,-0.000249607,-0.067843287,-0.067739486,-0.03866462
,,,,,image/4042.jpg,-0.032385491,,,,,-0.000249607,-0.067843287,-0.067739486,,-0.000227672,-0.061881284,-0.061802478,-0.032385491
,,,,,image/4043.jpg,-0.02976311,,,,,-0.000227672,-0.061881284,-0.061802478,,-0.000210863,-0.057312592,-0.057249963,-0.02976311
,,,,,image/4044.jpg,-0.030561199,,,,,-0.000210863,-0.057312592,-0.057249963,,-0.000239465,-0.065086509,-0.064994835,-0.030561199
,,,,,image/4045.jpg,-0.03792466,,,,,-0.000239465,-0.065086509,-0.064994835,,-0.0003198,-0.086921729,-0.086703806,-0.03792466
,,,,,image/4046.jpg,-0.04779539,,,,,-0.0003198,-0.086921729,-0.086703806,,-0.000385797,-0.104859565,-0.104477752,-0.04779539
,,,,,image/4047.jpg,-0.053445499,,,,,-0.000385797,-0.104859565,-0.104477752,,-0.000403759,-0.109741636,-0.109304245,-0.053445499
,,,,,image/4048.jpg,-0.051836443,,,,,-0.000403759,-0.109741636,-0.109304245,,-0.000361872,-0.098356869,-0.098041527,-0.051836443
,,,,,image/4049.jpg,-0.046869973,,,,,-0.000361872,-0.098356869,-0.098041527,,-0.00032994,-0.089677609,-0.089438364,-0.046869973
,,,,,image/4050.jpg,-0.042679407,,,,,-0.00032994,-0.089677609,-0.089438364,,-0.000299701,-0.081458723,-0.081279263,-0.042679407
,,,,,image/4051.jpg,-0.036146465,,,,,-0.000299701,-0.081458723,-0.081279263,,-0.000233228,-0.063391304,-0.063306597,-0.036146465
,,,,,image/4052.jpg,-0.037832853,,,,,-0.000233228,-0.063391304,-0.063306597,,-0.000324698,-0.088252873,-0.088024817,-0.037832853
,,,,,image/4053.jpg,-0.04468481,,,,,-0.000324698,-0.088252873,-0.088024817,,-0.000334673,-0.090964077,-0.090714423,-0.04468481
,,,,,image/4054.jpg,-0.034790633,,,,,-0.000334673,-0.090964077,-0.090714423,,-0.000178389,-0.048486051,-0.04844811,-0.034790633
,,,,,image/4055.jpg,-0.025124238,,,,,-0.000178389,-0.048486051,-0.04844811,,-0.00019167,-0.052095896,-0.052048844,-0.025124238
,,,,,image/4056.jpg,-0.030270325,,,,,-0.00019167,-0.052095896,-0.052048844,,-0.000254387,-0.069142323,-0.069032456,-0.030270325
,,,,,image/4057.jpg,-0.031672254,,,,,-0.000254387,-0.069142323,-0.069032456,,-0.000212364,-0.057720533,-0.057656559,-0.031672254
,,,,,image/4058.jpg,-0.019884136,,,,,-0.000212364,-0.057720533,-0.057656559,,-8.05E-05,-0.021883479,-0.021879986,-0.019884136
,,,,,image/4059.jpg,-0.01182938,,,,,-8.05E-05,-0.021883479,-0.021879986,,-9.36E-05,-0.025443023,-0.025437535,-0.01182938
,,,,,image/4060.jpg,-0.007410386,,,,,-9.36E-05,-0.025443023,-0.025437535,,-1.55E-05,-0.004204035,-0.00420401,-0.007410386
,,,,,image/4061.jpg,0.010394438,,,,,-1.55E-05,-0.004204035,-0.00420401,,0.000168557,0.045813775,0.045781762,0.010394438
,,,,,image/4062.jpg,0.033325233,,,,,0.000168557,0.045813775,0.045781762,,0.000322823,0.087743309,0.087519168,0.033325233
,,,,,image/4063.jpg,0.036362933,,,,,0.000322823,0.087743309,0.087519168,,0.000213383,0.057997463,0.057932565,0.036362933
,,,,,image/4064.jpg,0.026660828,,,,,0.000213383,0.057997463,0.057932565,,0.000179357,0.048749311,0.048710749,0.026660828
,,,,,image/4065.jpg,0.029497642,,,,,0.000179357,0.048749311,0.048710749,,0.000255301,0.069390874,0.06927982,0.029497642
,,,,,image/4066.jpg,0.028422521,,,,,0.000255301,0.069390874,0.06927982,,0.000163501,0.044439482,0.044410263,0.028422521
,,,,,image/4067.jpg,0.023248946,,,,,0.000163501,0.044439482,0.044410263,,0.000178895,0.048623788,0.048585522,0.023248946
,,,,,image/4068.jpg,0.017812607,,,,,0.000178895,0.048623788,0.048585522,,8.34E-05,0.02266879,0.022664908,0.017812607
,,,,,image/4069.jpg,0.011556239,,,,,8.34E-05,0.02266879,0.022664908,,8.67E-05,0.023564408,0.023560048,0.011556239
,,,,,image/4070.jpg,0.010090805,,,,,8.67E-05,0.023564408,0.023560048,,6.18E-05,0.016804753,0.016803171,0.010090805
,,,,,image/4071.jpg,0.007509662,,,,,6.18E-05,0.016804753,0.016803171,,4.87E-05,0.013236251,0.013235478,0.007509662
,,,,,image/4072.jpg,0.003182564,,,,,4.87E-05,0.013236251,0.013235478,,-1.86E-06,-0.000505222,-0.000505222,0.003182564
,,,,,image/4073.jpg,0.015098128,,,,,-1.86E-06,-0.000505222,-0.000505222,,0.000224331,0.060973125,0.060897732,0.015098128
,,,,,image/4074.jpg,0.028103094,,,,,0.000224331,0.060973125,0.060897732,,0.000189699,0.051560263,0.051514645,0.028103094
,,,,,image/4075.jpg,0.0182656,,,,,0.000189699,0.051560263,0.051514645,,7.93E-05,0.021551089,0.021547754,0.0182656
,,,,,image/4076.jpg,-0.008586854,,,,,7.93E-05,0.021551089,0.021547754,,-0.000205863,-0.055953452,-0.055895169,-0.008586854
,,,,,image/4077.jpg,-0.03677658,,,,,-0.000205863,-0.055953452,-0.055895169,,-0.000336516,-0.091464939,-0.091211151,-0.03677658
,,,,,image/4078.jpg,-0.041640842,,,,,-0.000336516,-0.091464939,-0.091211151,,-0.00027776,-0.075495158,-0.075352217,-0.041640842
,,,,,image/4079.jpg,-0.035884706,,,,,-0.00027776,-0.075495158,-0.075352217,,-0.00025126,-0.06829248,-0.068186607,-0.035884706
,,,,,image/4080.jpg,-0.02709445,,,,,-0.00025126,-0.06829248,-0.068186607,,-0.00014795,-0.040212847,-0.040191192,-0.02709445
,,,,,image/4081.jpg,-0.017522067,,,,,-0.00014795,-0.040212847,-0.040191192,,-0.000110029,-0.029905985,-0.029897075,-0.017522067
,,,,,image/4082.jpg,-0.017369248,,,,,-0.000110029,-0.029905985,-0.029897075,,-0.000145698,-0.039600599,-0.039579918,-0.017369248
,,,,,image/4083.jpg,-0.022734459,,,,,-0.000145698,-0.039600599,-0.039579918,,-0.000189121,-0.051403119,-0.051357916,-0.022734459
,,,,,image/4084.jpg,-0.019821422,,,,,-0.000189121,-0.051403119,-0.051357916,,-0.000102778,-0.027935034,-0.027927771,-0.019821422
,,,,,image/4085.jpg,-0.010283284,,,,,-0.000102778,-0.027935034,-0.027927771,,-4.86E-05,-0.013206132,-0.013205365,-0.010283284
,,,,,image/4086.jpg,-0.011907103,,,,,-4.86E-05,-0.013206132,-0.013205365,,-0.000126698,-0.034436652,-0.034423049,-0.011907103
,,,,,image/4087.jpg,-0.013282087,,,,,-0.000126698,-0.034436652,-0.034423049,,-6.88E-05,-0.018707481,-0.018705299,-0.013282087
,,,,,image/4088.jpg,-0.010521103,,,,,-6.88E-05,-0.018707481,-0.018705299,,-8.60E-05,-0.023383375,-0.023379114,-0.010521103
,,,,,image/4089.jpg,-0.003817562,,,,,-8.60E-05,-0.023383375,-0.023379114,,2.98E-05,0.008109045,0.008108868,-0.003817562
,,,,,image/4090.jpg,0.003961879,,,,,2.98E-05,0.008109045,0.008108868,,2.85E-05,0.007738804,0.007738649,0.003961879
,,,,,image/4091.jpg,0.00207246,,,,,2.85E-05,0.007738804,0.007738649,,2.03E-06,0.00055119,0.00055119,0.00207246
,,,,,image/4092.jpg,0.004258061,,,,,2.03E-06,0.00055119,0.00055119,,6.06E-05,0.016482547,0.016481054,0.004258061
,,,,,image/4093.jpg,0.023613626,,,,,6.06E-05,0.016482547,0.016481054,,0.000287461,0.078131857,0.077973449,0.023613626
,,,,,image/4094.jpg,0.051402335,,,,,0.000287461,0.078131857,0.077973449,,0.000472162,0.128333538,0.127635889,0.051402335
,,,,,image/4095.jpg,0.052030684,,,,,0.000472162,0.128333538,0.127635889,,0.000296766,0.080661099,0.080486846,0.052030684
,,,,,image/4096.jpg,0.037708496,,,,,0.000296766,0.080661099,0.080486846,,0.000259247,0.070463412,0.070347139,0.037708496
,,,,,image/4097.jpg,0.036082443,,,,,0.000259247,0.070463412,0.070347139,,0.000272693,0.07411791,0.073982634,0.036082443
,,,,,image/4098.jpg,0.03163241,,,,,0.000272693,0.07411791,0.073982634,,0.000193508,0.052595423,0.052547005,0.03163241
,,,,,image/4099.jpg,0.020315835,,,,,0.000193508,0.052595423,0.052547005,,0.000105681,0.028724232,0.028716336,0.020315835
,,,,,image/4100.jpg,0.0208502,,,,,0.000105681,0.028724232,0.028716336,,0.000201395,0.054739039,0.054684465,0.0208502
,,,,,image/4101.jpg,0.028553194,,,,,0.000201395,0.054739039,0.054684465,,0.000219274,0.059598725,0.05952831,0.028553194
,,,,,image/4102.jpg,0.026138825,,,,,0.000219274,0.059598725,0.05952831,,0.000165774,0.045057443,0.045026988,0.026138825
,,,,,image/4103.jpg,0.01709674,,,,,0.000165774,0.045057443,0.045026988,,8.60E-05,0.023364222,0.023359972,0.01709674
,,,,,image/4104.jpg,0.015115471,,,,,8.60E-05,0.023364222,0.023359972,,0.000136567,0.037118946,0.037101913,0.015115471
,,,,,image/4105.jpg,0.024694904,,,,,0.000136567,0.037118946,0.037101913,,0.000227211,0.061756034,0.061677705,0.024694904
,,,,,image/4106.jpg,0.015749946,,,,,0.000227211,0.061756034,0.061677705,,4.86E-06,0.001322079,0.001322078,0.015749946
,,,,,image/4107.jpg,-0.006845822,,,,,4.86E-06,0.001322079,0.001322078,,-0.000105641,-0.028713253,-0.028705366,-0.006845822
,,,,,image/4108.jpg,-0.010474243,,,,,-0.000105641,-0.028713253,-0.028705366,,-4.85E-05,-0.01319237,-0.013191605,-0.010474243
,,,,,image/4109.jpg,-0.009013436,,,,,-4.85E-05,-0.01319237,-0.013191605,,-8.41E-05,-0.022866125,-0.022862141,-0.009013436
,,,,,image/4110.jpg,-0.012329819,,,,,-8.41E-05,-0.022866125,-0.022862141,,-9.74E-05,-0.026463309,-0.026457134,-0.012329819
,,,,,image/4111.jpg,-0.016340936,,,,,-9.74E-05,-0.026463309,-0.026457134,,-0.000143217,-0.038926253,-0.03890661,-0.016340936
,,,,,image/4112.jpg,-0.01549315,,,,,-0.000143217,-0.038926253,-0.03890661,,-8.49E-05,-0.023070082,-0.023065991,-0.01549315
,,,,,image/4113.jpg,-0.010283873,,,,,-8.49E-05,-0.023070082,-0.023065991,,-6.65E-05,-0.018071466,-0.0180695,-0.010283873
,,,,,image/4114.jpg,-0.012785121,,,,,-6.65E-05,-0.018071466,-0.0180695,,-0.000121718,-0.033083047,-0.033070985,-0.012785121
,,,,,image/4115.jpg,-0.011614852,,,,,-0.000121718,-0.033083047,-0.033070985,,-4.93E-05,-0.013389221,-0.013388421,-0.011614852
,,,,,image/4116.jpg,-0.007722748,,,,,-4.93E-05,-0.013389221,-0.013388421,,-6.44E-05,-0.017504359,-0.017502571,-0.007722748
,,,,,image/4117.jpg,-0.01205556,,,,,-6.44E-05,-0.017504359,-0.017502571,,-0.000113059,-0.030729334,-0.030719667,-0.01205556
,,,,,image/4118.jpg,-0.021152366,,,,,-0.000113059,-0.030729334,-0.030719667,,-0.000198462,-0.053942026,-0.053889798,-0.021152366
,,,,,image/4119.jpg,-0.020316049,,,,,-0.000198462,-0.053942026,-0.053889798,,-0.00010074,-0.027381238,-0.027374398,-0.020316049
,,,,,image/4120.jpg,-0.018717848,,,,,-0.00010074,-0.027381238,-0.027374398,,-0.000174881,-0.047532744,-0.047496995,-0.018717848
,,,,,image/4121.jpg,-0.020255582,,,,,-0.000174881,-0.047532744,-0.047496995,,-0.000123392,-0.033537898,-0.033525332,-0.020255582
,,,,,image/4122.jpg,-0.011505544,,,,,-0.000123392,-0.033537898,-0.033525332,,-4.60E-05,-0.012497496,-0.012496845,-0.011505544
,,,,,image/4123.jpg,-0.008867399,,,,,-4.60E-05,-0.012497496,-0.012496845,,-8.45E-05,-0.022976791,-0.022972749,-0.008867399
,,,,,image/4124.jpg,-0.017068457,,,,,-8.45E-05,-0.022976791,-0.022972749,,-0.000166785,-0.045332094,-0.04530108,-0.017068457
,,,,,image/4125.jpg,-0.0155052,,,,,-0.000166785,-0.045332094,-0.04530108,,-6.15E-05,-0.016721279,-0.016719721,-0.0155052
,,,,,image/4126.jpg,-0.005102405,,,,,-6.15E-05,-0.016721279,-0.016719721,,-1.36E-05,-0.003689916,-0.003689899,-0.005102405
,,,,,image/4127.jpg,-0.005790245,,,,,-1.36E-05,-0.003689916,-0.003689899,,-7.16E-05,-0.019473544,-0.019471083,-0.005790245
,,,,,image/4128.jpg,-0.014916452,,,,,-7.16E-05,-0.019473544,-0.019471083,,-0.000147963,-0.040216384,-0.040194724,-0.014916452
,,,,,image/4129.jpg,-0.016000778,,,,,-0.000147963,-0.040216384,-0.040194724,,-8.76E-05,-0.023812888,-0.023808388,-0.016000778
,,,,,image/4130.jpg,-0.006758662,,,,,-8.76E-05,-0.023812888,-0.023808388,,-1.19E-05,-0.003226272,-0.003226261,-0.006758662
,,,,,image/4131.jpg,-0.002964426,,,,,-1.19E-05,-0.003226272,-0.003226261,,-3.18E-05,-0.008631656,-0.008631441,-0.002964426
,,,,,image/4132.jpg,-0.015340267,,,,,-3.18E-05,-0.008631656,-0.008631441,,-0.000194182,-0.052778552,-0.052729627,-0.015340267
,,,,,image/4133.jpg,-0.024816183,,,,,-0.000194182,-0.052778552,-0.052729627,,-0.000171335,-0.046568724,-0.046535104,-0.024816183
,,,,,image/4134.jpg,-0.02552546,,,,,-0.000171335,-0.046568724,-0.046535104,,-0.00020465,-0.055623996,-0.055566735,-0.02552546
,,,,,image/4135.jpg,-0.016457152,,,,,-0.00020465,-0.055623996,-0.055566735,,-3.78E-05,-0.010262234,-0.010261874,-0.016457152
,,,,,image/4136.jpg,-0.00267207,,,,,-3.78E-05,-0.010262234,-0.010261874,,-1.57E-06,-0.000426407,-0.000426407,-0.00267207
,,,,,image/4137.jpg,-0.001619121,,,,,-1.57E-06,-0.000426407,-0.000426407,,-2.23E-05,-0.006050149,-0.006050075,-0.001619121
,,,,,image/4138.jpg,-0.002328724,,,,,-2.23E-05,-0.006050149,-0.006050075,,-1.20E-05,-0.00326483,-0.003264819,-0.002328724
,,,,,image/4139.jpg,-0.001960896,,,,,-1.20E-05,-0.00326483,-0.003264819,,-1.68E-05,-0.004578798,-0.004578766,-0.001960896
,,,,,image/4140.jpg,-0.000382676,,,,,-1.68E-05,-0.004578798,-0.004578766,,1.12E-05,0.00304807,0.00304806,-0.000382676
,,,,,image/4141.jpg,-0.005378661,,,,,1.12E-05,0.00304807,0.00304806,,-9.04E-05,-0.024567645,-0.024562704,-0.005378661
,,,,,image/4142.jpg,-0.011711201,,,,,-9.04E-05,-0.024567645,-0.024562704,,-8.20E-05,-0.02228579,-0.022282102,-0.011711201
,,,,,image/4143.jpg,-0.004449002,,,,,-8.20E-05,-0.02228579,-0.022282102,,1.65E-05,0.004486124,0.004486094,-0.004449002
,,,,,image/4144.jpg,0.006094013,,,,,1.65E-05,0.004486124,0.004486094,,7.32E-05,0.019892583,0.019889959,0.006094013
,,,,,image/4145.jpg,0.008280463,,,,,7.32E-05,0.019892583,0.019889959,,4.87E-05,0.013232663,0.013231891,0.008280463
,,,,,image/4146.jpg,-0.007976176,,,,,4.87E-05,0.013232663,0.013231891,,-0.000166178,-0.045167272,-0.045136594,-0.007976176
,,,,,image/4147.jpg,-0.006156897,,,,,-0.000166178,-0.045167272,-0.045136594,,7.55E-05,0.020511884,0.020509008,-0.006156897
,,,,,image/4148.jpg,0.03039877,,,,,7.55E-05,0.020511884,0.020509008,,0.000373185,0.101431796,0.10108607,0.03039877
,,,,,image/4149.jpg,0.061814078,,,,,0.000373185,0.101431796,0.10108607,,0.000541649,0.147220229,0.146170242,0.061814078
,,,,,image/4150.jpg,0.073985109,,,,,0.000541649,0.147220229,0.146170242,,0.000555188,0.150900172,0.149770195,0.073985109
,,,,,image/4151.jpg,0.073537322,,,,,0.000555188,0.150900172,0.149770195,,0.000534918,0.145390739,0.144379093,0.073537322
,,,,,image/4152.jpg,0.068129659,,,,,0.000534918,0.145390739,0.144379093,,0.000474045,0.128845521,0.128139545,0.068129659
,,,,,image/4153.jpg,0.075818496,,,,,0.000474045,0.128845521,0.128139545,,0.00065102,0.176947261,0.175134438,0.075818496
,,,,,image/4154.jpg,0.094749621,,,,,0.00065102,0.176947261,0.175134438,,0.000760618,0.206736032,0.203864044,0.094749621
,,,,,image/4155.jpg,0.084156939,,,,,0.000760618,0.206736032,0.203864044,,0.000491351,0.133549291,0.132763712,0.084156939
,,,,,image/4156.jpg,0.066770182,,,,,0.000491351,0.133549291,0.132763712,,0.000497169,0.135130629,0.134317017,0.066770182
,,,,,image/4157.jpg,0.076436706,,,,,0.000497169,0.135130629,0.134317017,,0.000636972,0.173129122,0.171429807,0.076436706
,,,,,image/4158.jpg,0.080898533,,,,,0.000636972,0.173129122,0.171429807,,0.000564201,0.153349709,0.152164325,0.080898533
,,,,,image/4159.jpg,0.072275172,,,,,0.000564201,0.153349709,0.152164325,,0.000506986,0.137798757,0.136936364,0.072275172
,,,,,image/4160.jpg,0.071114962,,,,,0.000506986,0.137798757,0.136936364,,0.000546737,0.148603078,0.147523486,0.071114962
,,,,,image/4161.jpg,0.078326702,,,,,0.000546737,0.148603078,0.147523486,,0.000615596,0.167319008,0.16578332,0.078326702
,,,,,image/4162.jpg,0.081397598,,,,,0.000615596,0.167319008,0.16578332,,0.000593015,0.161181512,0.15980707,0.081397598
,,,,,image/4163.jpg,0.073891031,,,,,0.000593015,0.161181512,0.15980707,,0.000502565,0.136597249,0.135757055,0.073891031
,,,,,image/4164.jpg,0.071034011,,,,,0.000502565,0.136597249,0.135757055,,0.000549954,0.149477586,0.14837899,0.071034011
,,,,,image/4165.jpg,0.072696083,,,,,0.000549954,0.149477586,0.14837899,,0.000527505,0.143375842,0.142405343,0.072696083
,,,,,image/4166.jpg,0.069932203,,,,,0.000527505,0.143375842,0.142405343,,0.000508437,0.138193232,0.137323468,0.069932203
,,,,,image/4167.jpg,0.070752292,,,,,0.000508437,0.138193232,0.137323468,,0.000539828,0.146725221,0.145685702,0.070752292
,,,,,image/4168.jpg,0.067205762,,,,,0.000539828,0.146725221,0.145685702,,0.000455348,0.123763515,0.123137348,0.067205762
,,,,,image/4169.jpg,0.049342317,,,,,0.000455348,0.123763515,0.123137348,,0.000273615,0.074368571,0.074231921,0.049342317
,,,,,image/4170.jpg,0.038552981,,,,,0.000273615,0.074368571,0.074231921,,0.00029489,0.08015098,0.079980004,0.038552981
,,,,,image/4171.jpg,0.047306973,,,,,0.00029489,0.08015098,0.079980004,,0.000403549,0.109684603,0.10924789,0.047306973
,,,,,image/4172.jpg,0.050255647,,,,,0.000403549,0.109684603,0.10924789,,0.000338606,0.092033229,0.091774698,0.050255647
,,,,,image/4173.jpg,0.047338601,,,,,0.000338606,0.092033229,0.091774698,,0.000360157,0.097890601,0.097579706,0.047338601
,,,,,image/4174.jpg,0.051260063,,,,,0.000360157,0.097890601,0.097579706,,0.000396895,0.107876108,0.107460545,0.051260063
,,,,,image/4175.jpg,0.050027723,,,,,0.000396895,0.107876108,0.107460545,,0.000341856,0.092916367,0.092650347,0.050027723
,,,,,image/4176.jpg,0.025361806,,,,,0.000341856,0.092916367,0.092650347,,3.24E-05,0.008797105,0.008796878,0.025361806
,,,,,image/4177.jpg,0.000130725,,,,,3.24E-05,0.008797105,0.008796878,,-3.04E-05,-0.008274165,-0.008273976,0.000130725
,,,,,image/4178.jpg,-0.003252821,,,,,-3.04E-05,-0.008274165,-0.008273976,,-1.74E-05,-0.004737345,-0.00473731,-0.003252821
,,,,,image/4179.jpg,-0.014315075,,,,,-1.74E-05,-0.004737345,-0.00473731,,-0.000193419,-0.052571342,-0.052522991,-0.014315075
,,,,,image/4180.jpg,-0.030551507,,,,,-0.000193419,-0.052571342,-0.052522991,,-0.000256792,-0.069796043,-0.069683036,-0.030551507
,,,,,image/4181.jpg,-0.023879877,,,,,-0.000256792,-0.069796043,-0.069683036,,-9.51E-05,-0.025842223,-0.025836473,-0.023879877
,,,,,image/4182.jpg,-0.001502499,,,,,-9.51E-05,-0.025842223,-0.025836473,,7.30E-05,0.019829074,0.019826476,-0.001502499
,,,,,image/4183.jpg,0.012219843,,,,,7.30E-05,0.019829074,0.019826476,,0.000106921,0.029061071,0.029052894,0.012219843
,,,,,image/4184.jpg,0.000290083,,,,,0.000106921,0.029061071,0.029052894,,-0.000102648,-0.027899797,-0.027892561,0.000290083
,,,,,image/4185.jpg,-0.002431542,,,,,-0.000102648,-0.027899797,-0.027892561,,6.68E-05,0.018168392,0.018166394,-0.002431542
,,,,,image/4186.jpg,0.018860752,,,,,6.68E-05,0.018168392,0.018166394,,0.000210961,0.057339331,0.057276615,0.018860752
,,,,,image/4187.jpg,0.024951928,,,,,0.000210961,0.057339331,0.057276615,,0.000156574,0.042556762,0.042531098,0.024951928
,,,,,image/4188.jpg,0.017176748,,,,,0.000156574,0.042556762,0.042531098,,9.63E-05,0.026181874,0.026175894,0.017176748
,,,,,image/4189.jpg,0.01058156,,,,,9.63E-05,0.026181874,0.026175894,,5.94E-05,0.01615175,0.016150345,0.01058156
,,,,,image/4190.jpg,0.011995171,,,,,5.94E-05,0.01615175,0.016150345,,0.000117149,0.031841093,0.031830338,0.011995171
,,,,,image/4191.jpg,0.012461201,,,,,0.000117149,0.031841093,0.031830338,,6.63E-05,0.018016414,0.018014465,0.012461201
,,,,,image/4192.jpg,0.002483982,,,,,6.63E-05,0.018016414,0.018014465,,-2.97E-05,-0.008078712,-0.008078536,0.002483982
,,,,,image/4193.jpg,-0.001715684,,,,,-2.97E-05,-0.008078712,-0.008078536,,4.47E-06,0.001215801,0.0012158,-0.001715684
,,,,,image/4194.jpg,0.012599076,,,,,4.47E-06,0.001215801,0.0012158,,0.00018109,0.049220193,0.049180503,0.012599076
,,,,,image/4195.jpg,0.020644593,,,,,0.00018109,0.049220193,0.049180503,,0.000122922,0.033410293,0.03339787,0.020644593
,,,,,image/4196.jpg,0.005537914,,,,,0.000122922,0.033410293,0.03339787,,-4.14E-05,-0.011246689,-0.011246215,0.005537914
,,,,,image/4197.jpg,-0.005222209,,,,,-4.14E-05,-0.011246689,-0.011246215,,-3.55E-05,-0.00964292,-0.009642621,-0.005222209
,,,,,image/4198.jpg,-0.002374361,,,,,-3.55E-05,-0.00964292,-0.009642621,,5.34E-07,0.000145177,0.000145177,-0.002374361
,,,,,image/4199.jpg,0.001187619,,,,,5.34E-07,0.000145177,0.000145177,,1.69E-05,0.004605332,0.0046053,0.001187619
,,,,,image/4200.jpg,0.011743957,,,,,1.69E-05,0.004605332,0.0046053,,0.000155982,0.042395902,0.042370529,0.011743957
,,,,,image/4201.jpg,0.025567689,,,,,0.000155982,0.042395902,0.042370529,,0.000220647,0.059971972,0.059900228,0.025567689
,,,,,image/4202.jpg,0.021334924,,,,,0.000220647,0.059971972,0.059900228,,9.36E-05,0.025444957,0.025439468,0.021334924
,,,,,image/4203.jpg,0.007814352,,,,,9.36E-05,0.025444957,0.025439468,,2.14E-05,0.005818007,0.005817941,0.007814352
,,,,,image/4204.jpg,0.00383343,,,,,2.14E-05,0.005818007,0.005817941,,3.50E-05,0.009516067,0.00951578,0.00383343
,,,,,image/4205.jpg,0.014436557,,,,,3.50E-05,0.009516067,0.00951578,,0.000177586,0.048267881,0.048230448,0.014436557
,,,,,image/4206.jpg,0.016477037,,,,,0.000177586,0.048267881,0.048230448,,6.50E-05,0.017679541,0.0176777,0.016477037
,,,,,image/4207.jpg,0.001708743,,,,,6.50E-05,0.017679541,0.0176777,,-3.99E-05,-0.010843154,-0.010842729,0.001708743
,,,,,image/4208.jpg,-0.005767182,,,,,-3.99E-05,-0.010843154,-0.010842729,,-4.50E-05,-0.012226608,-0.012225999,-0.005767182
,,,,,image/4209.jpg,-0.010974849,,,,,-4.50E-05,-0.012226608,-0.012225999,,-0.000116571,-0.031683994,-0.031673398,-0.010974849
,,,,,image/4210.jpg,-0.002532977,,,,,-0.000116571,-0.031683994,-0.031673398,,7.93E-05,0.021544823,0.021541491,-0.002532977
,,,,,image/4211.jpg,0.001384071,,,,,7.93E-05,0.021544823,0.021541491,,-5.89E-05,-0.016006575,-0.016005209,0.001384071
,,,,,image/4212.jpg,-0.010357198,,,,,-5.89E-05,-0.016006575,-0.016005209,,-9.36E-05,-0.025429061,-0.025423582,-0.010357198
,,,,,image/4213.jpg,0.005834731,,,,,-9.36E-05,-0.025429061,-0.025423582,,0.000179548,0.048801191,0.048762506,0.005834731
,,,,,image/4214.jpg,0.027464401,,,,,0.000179548,0.048801191,0.048762506,,0.00022506,0.061171228,0.0610951,0.027464401
,,,,,image/4215.jpg,0.001157328,,,,,0.00022506,0.061171228,0.0610951,,-0.000207969,-0.056525875,-0.056465787,0.001157328
,,,,,image/4216.jpg,-0.027960788,,,,,-0.000207969,-0.056525875,-0.056465787,,-0.000203952,-0.055434041,-0.055377364,-0.027960788
,,,,,image/4217.jpg,-0.012830818,,,,,-0.000203952,-0.055434041,-0.055377364,,1.49E-05,0.004054115,0.004054093,-0.012830818
,,,,,image/4218.jpg,0.013126276,,,,,1.49E-05,0.004054115,0.004054093,,0.000178399,0.048488959,0.048451011,0.013126276
,,,,,image/4219.jpg,0.020357324,,,,,0.000178399,0.048488959,0.048451011,,0.000121377,0.032990246,0.032978286,0.020357324
,,,,,image/4220.jpg,0.00196678,,,,,0.000121377,0.032990246,0.032978286,,-9.24E-05,-0.025116447,-0.025111167,0.00196678
,,,,,image/4221.jpg,-0.015585437,,,,,-9.24E-05,-0.025116447,-0.025111167,,-0.000137041,-0.037247794,-0.037230582,-0.015585437
,,,,,image/4222.jpg,-0.020807867,,,,,-0.000137041,-0.037247794,-0.037230582,,-0.000169365,-0.046033361,-0.046000886,-0.020807867
,,,,,image/4223.jpg,-0.015454832,,,,,-0.000169365,-0.046033361,-0.046000886,,-5.82E-05,-0.015819763,-0.015818443,-0.015454832
,,,,,image/4224.jpg,-0.005518704,,,,,-5.82E-05,-0.015819763,-0.015818443,,-2.30E-05,-0.006256453,-0.006256372,-0.005518704
,,,,,image/4225.jpg,-0.008895268,,,,,-2.30E-05,-0.006256453,-0.006256372,,-0.000107922,-0.029333107,-0.029324698,-0.008895268
,,,,,image/4226.jpg,-0.030334578,,,,,-0.000107922,-0.029333107,-0.029324698,,-0.000339493,-0.092274172,-0.092013612,-0.030334578
,,,,,image/4227.jpg,-0.050766224,,,,,-0.000339493,-0.092274172,-0.092013612,,-0.000410265,-0.111510056,-0.111051283,-0.050766224
,,,,,image/4228.jpg,-0.055192856,,,,,-0.000410265,-0.111510056,-0.111051283,,-0.000405307,-0.110162558,-0.109720139,-0.055192856
