index,timestamp,width,height,frame_id,filename,angle,torque,speed,lat,long,alt,brake_input,gear_state,gear_cmd,throttle_input,ax,ay,az
44:37.9,1.47943E+18,640,480,center_camera,center/1479426277942002333.jpg,0.013962634,-0.75,7.222159574,37.53342819,-122.3293304,88.19026961,0.147342585,4,0,0.217715725,-0.41,-0.09555365,9.592720073
44:38.0,1.47943E+18,640,480,center_camera,center/1479426277992114392.jpg,0.012217305,-0.75,7.242112815,37.53342819,-122.3293228,88.16890294,0.146421464,4,0,0.221001535,-0.45,0.052232935,9.71
44:38.0,1.47943E+18,640,480,center_camera,center/1479426278042100664.jpg,0.010471975,-0.790833844,7.253629724,37.53343201,-122.3293228,88.13885413,0.146386925,4,0,0.222698261,-0.323777721,0.002444557,9.934445575
44:38.1,1.47943E+18,640,480,center_camera,center/1479426278092099823.jpg,0.008726646,-0.75,7.267918936,37.53343582,-122.3293228,88.11519824,0.146774624,4,0,0.221948051,-0.346405192,-0.032810385,10.01
44:38.1,1.47943E+18,640,480,center_camera,center/1479426278142058617.jpg,0.008726646,-0.75,7.286909668,37.53343964,-122.3293228,88.08479745,0.146921344,4,0,0.22205465,-0.433270283,-0.133364859,9.976351415
44:38.2,1.47943E+18,640,480,center_camera,center/1479426278192121498.jpg,0.008726646,-0.6875,7.309914572,37.53344345,-122.3293228,88.10780211,0.146881557,4,0,0.217899598,-0.246671006,0.09,10.13674912
44:38.2,1.47943E+18,640,480,center_camera,center/1479426278242134636.jpg,0.008726646,-0.625,7.333108962,37.53344727,-122.3293228,88.08115383,0.146828643,4,0,0.206387561,-0.36332041,0.006660205,9.676602051
44:38.3,1.47943E+18,640,480,center_camera,center/1479426278292087181.jpg,0.008726646,-0.625,7.351114468,37.53344727,-122.3293228,88.05430472,0.146904457,4,0,0.197910793,-0.383938588,0.053030706,9.770614119
44:38.3,1.47943E+18,640,480,center_camera,center/1479426278342173750.jpg,0.006981317,-0.625,7.371927873,37.53345108,-122.3293228,88.02624749,0.146347796,4,0,0.195007292,-0.373826657,0.006173343,9.779133284
44:38.4,1.47943E+18,640,480,center_camera,center/1479426278392106983.jpg,0.006981317,-0.63288439,7.398273338,37.5334549,-122.3293228,88.00313174,0.146569206,4,0,0.194893351,-0.504624491,0.021699593,9.780751018
44:38.4,1.47943E+18,640,480,center_camera,center/1479426278442163509.jpg,0.006981317,-0.663954829,7.421860703,37.53345871,-122.3293152,88.02720067,0.146451651,4,0,0.195376515,-0.367141798,0.014283597,9.767164034
44:38.5,1.47943E+18,640,480,center_camera,center/1479426278492234605.jpg,0.006981317,-0.6875,7.443033022,37.53346252,-122.3293152,88.00544379,0.146599603,4,0,0.195859404,-0.346705244,0.02,9.962899939
44:38.5,1.47943E+18,640,480,center_camera,center/1479426278542127163.jpg,0.006981317,-0.75,7.46452032,37.53346634,-122.3293152,87.98484039,0.146925676,4,0,0.195925182,-0.389689476,0.002577631,9.78732893
44:38.6,1.47943E+18,640,480,center_camera,center/1479426278592136118.jpg,0.005044812,-0.75,7.481468319,37.53347015,-122.3293152,87.9638734,0.14636411,4,0,0.194403071,-0.3052532,-0.0024578,10.1533018
44:38.6,1.47943E+18,640,480,center_camera,center/1479426278642195315.jpg,0.001745329,-0.712254091,7.502255135,37.53347044,-122.3293152,87.93870566,0.147094416,4,0,0.196046204,-0.259484923,0.015257538,10.03123431
44:38.7,1.47943E+18,640,480,center_camera,center/1479426278692217593.jpg,0.001745329,-0.75,7.523037489,37.53347397,-122.3293152,87.96152754,0.146810596,4,0,0.195132375,-0.511045022,0.085522511,9.965225109
44:38.7,1.47943E+18,640,480,center_camera,center/1479426278742214707.jpg,0.001745329,-0.75,7.545498975,37.53347778,-122.3293152,87.93425339,0.147063773,4,0,0.19150506,-0.35908188,0.008734496,9.931836241
44:38.8,1.47943E+18,640,480,center_camera,center/1479426278792171840.jpg,0.001745329,-0.744131661,7.567449036,37.5334816,-122.3293152,87.91042215,0.147100132,4,0,0.181065304,-0.471592157,0.01,9.641843137
44:38.8,1.47943E+18,640,480,center_camera,center/1479426278842183066.jpg,0.001745329,-0.6875,7.588180429,37.53348541,-122.3293076,87.87747319,0.147124119,4,0,0.168177105,-0.440328695,0.001934261,9.790657389
44:38.9,1.47943E+18,640,480,center_camera,center/1479426278892236965.jpg,0.001745329,-0.75,7.608999313,37.53348923,-122.3293076,87.85385542,0.146968141,4,0,0.1642892,-0.284454075,0,9.991513585
44:38.9,1.47943E+18,640,480,center_camera,center/1479426278942202038.jpg,0.001745329,-0.6875,7.631012836,37.53349304,-122.3293076,87.86934313,0.146360332,4,0,0.161338273,-0.434808467,0.001602822,9.826028223
44:39.0,1.47943E+18,640,480,center_camera,center/1479426278992206967.jpg,0.001745329,-0.6875,7.648079041,37.53349686,-122.3293076,87.84394837,0.147006682,4,0,0.157946843,-0.41,-0.011351118,9.837022362
44:39.0,1.47943E+18,640,480,center_camera,center/1479426279042253111.jpg,0.001745329,-0.75,7.674237456,37.53350067,-122.3293076,87.81529885,0.14677169,4,0,0.153615236,-0.317458935,-0.035524639,10.01
44:39.1,1.47943E+18,640,480,center_camera,center/1479426279092225882.jpg,0.001745329,-0.6875,7.692049435,37.53350067,-122.3293076,87.7944462,0.146838947,4,0,0.151386634,-0.381153415,-0.052306829,9.821534146
44:39.1,1.47943E+18,640,480,center_camera,center/1479426279142235492.jpg,0.001745329,-0.6875,7.707492972,37.53350449,-122.3293076,87.76493044,0.146620637,4,0,0.149950415,-0.374953034,-0.07,9.989812135
44:39.2,1.47943E+18,640,480,center_camera,center/1479426279192268607.jpg,0.001745329,-0.745799111,7.728151343,37.5335083,-122.3293076,87.79010321,0.146949312,4,0,0.149950415,-0.304649578,-0.128140169,9.972803373
44:39.2,1.47943E+18,640,480,center_camera,center/1479426279242255277.jpg,0.001745329,-0.652381682,7.742010411,37.53351212,-122.3292999,87.75968183,0.146812663,4,0,0.150194556,-0.369049452,-0.110950548,9.800494517
44:39.3,1.47943E+18,640,480,center_camera,center/1479426279292253950.jpg,0.001745329,-0.683896685,7.761431558,37.53351593,-122.3292999,87.73361516,0.146748203,4,0,0.149950415,-0.313532755,-0.109293449,9.71706551
44:39.3,1.47943E+18,640,480,center_camera,center/1479426279342342393.jpg,0.001745329,-0.52769564,7.778093858,37.53351974,-122.3292999,87.70546283,0.146205283,4,0,0.150086245,-0.40887522,-0.18,9.815623902
44:39.4,1.47943E+18,640,480,center_camera,center/1479426279392344854.jpg,0.001836222,-0.430990299,7.786400202,37.53352356,-122.3292999,87.68198332,0.146382879,4,0,0.149950415,-0.407785478,-0.18,9.731591592
44:39.4,1.47943E+18,640,480,center_camera,center/1479426279442305441.jpg,0.005235988,-0.215798995,7.798742333,37.53352737,-122.3292999,87.69890437,0.14640784,4,0,0.149950415,-0.302266141,-0.140566535,9.821330705
44:39.5,1.47943E+18,640,480,center_camera,center/1479426279492309954.jpg,0.010601926,0,7.811214395,37.53353119,-122.3292999,87.67790589,0.14686808,4,0,0.149950415,-0.439568225,-0.2,9.918203716
44:39.5,1.47943E+18,640,480,center_camera,center/1479426279542295354.jpg,0.019326384,0.0625,7.822425558,37.53353153,-122.3292999,87.65243718,0.146873559,4,0,0.153214415,-0.27773251,-0.22,9.912834362
44:39.6,1.47943E+18,640,480,center_camera,center/1479426279592301099.jpg,0.02804216,0.125,7.836297111,37.533535,-122.3292999,87.6305758,0.146730751,4,0,0.161176965,-0.329726966,-0.17,9.810682585
44:39.6,1.47943E+18,640,480,center_camera,center/1479426279642348519.jpg,0.036742306,0.125,7.845905239,37.53353882,-122.3292923,87.60109285,0.146163762,4,0,0.167483244,-0.308426947,-0.170314611,9.616292212
44:39.7,1.47943E+18,640,480,center_camera,center/1479426279692335753.jpg,0.041931051,0.0625,7.855692884,37.53354263,-122.3292923,87.62033675,0.146690232,4,0,0.171160383,-0.222329883,-0.2,10.00611686
44:39.7,1.47943E+18,640,480,center_camera,center/1479426279742349802.jpg,0.044538252,0.0625,7.861111164,37.53354645,-122.3292923,87.59702373,0.146699012,4,0,0.173114923,-0.365142058,-0.318380686,9.704602287
44:39.8,1.47943E+18,640,480,center_camera,center/1479426279792292469.jpg,0.045407251,0,7.866849431,37.53355026,-122.3292923,87.57781886,0.14665251,4,0,0.172323239,-0.280709012,-0.290354506,9.81
44:39.8,1.47943E+18,640,480,center_camera,center/1479426279842286664.jpg,0.04712389,-0.030601746,7.888946698,37.53355408,-122.3292923,87.55256843,0.146822082,4,0,0.172535866,-0.257934891,-0.22,10.0953535
44:39.9,1.47943E+18,640,480,center_camera,center/1479426279892357444.jpg,0.048869219,-0.061871843,7.897249963,37.53355789,-122.3292923,87.52869087,0.147356334,4,0,0.172398205,-0.271846902,-0.170461725,9.723851762
44:39.9,1.47943E+18,640,480,center_camera,center/1479426279942425249.jpg,0.050614547,0,7.908392221,37.53356171,-122.3292923,87.54601377,0.146894669,4,0,0.172998421,-0.271876332,-0.208123668,10.00374556
44:40.0,1.47943E+18,640,480,center_camera,center/1479426279992482270.jpg,0.052359879,-0.00048144,7.916730702,37.53356552,-122.3292923,87.5249317,0.146905617,4,0,0.17261977,-0.217200979,-0.20860049,10.01
44:40.0,1.47943E+18,640,480,center_camera,center/1479426280042391530.jpg,0.054105207,-0.0625,7.929154916,37.53356934,-122.3292847,87.49970537,0.146718226,4,0,0.172268411,-0.401646154,-0.176707691,9.618230771
44:40.1,1.47943E+18,640,480,center_camera,center/1479426280092456356.jpg,0.055849533,-0.124964088,7.93888743,37.53357315,-122.3292847,87.47814314,0.146708898,4,0,0.172138376,-0.195844258,-0.161461064,9.739221289
44:40.1,1.47943E+18,640,480,center_camera,center/1479426280142501260.jpg,0.055850536,-0.218547475,7.95415765,37.53357409,-122.3292847,87.45072353,0.146623173,4,0,0.17128629,-0.333503439,-0.16,9.843866574
44:40.2,1.47943E+18,640,480,center_camera,center/1479426280192408558.jpg,0.055850536,-0.374273042,7.96385681,37.53357697,-122.3292847,87.47342662,0.146958881,4,0,0.172885562,-0.22,-0.175332433,10.22376307
44:40.2,1.47943E+18,640,480,center_camera,center/1479426280242479124.jpg,0.053253823,-0.592987961,7.97913288,37.53358078,-122.3292847,87.45105447,0.146933275,4,0,0.171533973,-0.228800737,-0.15,10.08920663
44:40.3,1.47943E+18,640,480,center_camera,center/1479426280292462563.jpg,0.052359879,-0.625,7.988842149,37.53358459,-122.3292847,87.43066763,0.146602114,4,0,0.171189592,-0.368494266,-0.131505734,9.640114673
44:40.3,1.47943E+18,640,480,center_camera,center/1479426280342506661.jpg,0.051521196,-0.5625,8.004004347,37.53358841,-122.3292847,87.40536311,0.14693839,4,0,0.171723709,-0.277231122,-0.115784898,9.85194051
44:40.4,1.47943E+18,640,480,center_camera,center/1479426280392527713.jpg,0.052318459,-0.438983251,8.019378537,37.53359222,-122.3292826,87.38349021,0.146840899,4,0,0.172348612,-0.30646001,-0.078230005,9.61
44:40.4,1.47943E+18,640,480,center_camera,center/1479426280442539644.jpg,0.052359879,-0.3125,8.026315985,37.53359604,-122.329277,87.39861175,0.146593412,4,0,0.17161351,-0.358396151,-0.165188452,9.877923011
44:40.5,1.47943E+18,640,480,center_camera,center/1479426280492492900.jpg,0.052359879,-0.25,8.038799715,37.53359985,-122.329277,87.37614928,0.14726093,4,0,0.171116524,-0.247069549,-0.171767387,9.892326126
44:40.5,1.47943E+18,640,480,center_camera,center/1479426280542557617.jpg,0.054105207,-0.25,8.054075118,37.53360367,-122.329277,87.34653875,0.147006981,4,0,0.171458806,-0.354434159,-0.153710561,9.872894394
44:40.6,1.47943E+18,640,480,center_camera,center/1479426280592552335.jpg,0.054105207,-0.309362298,8.06374913,37.53360748,-122.329277,87.32216846,0.146572039,4,0,0.171747973,-0.322647726,-0.128431818,9.967840912
44:40.6,1.47943E+18,640,480,center_camera,center/1479426280642550894.jpg,0.054105207,-0.346435874,8.084364408,37.5336113,-122.329277,87.2931544,0.146886015,4,0,0.171961352,-0.275892004,-0.137946002,9.968920042
44:40.7,1.47943E+18,640,480,center_camera,center/1479426280692561192.jpg,0.054105207,-0.3125,8.091666222,37.53361511,-122.329277,87.31506389,0.146345956,4,0,0.171150105,-0.32,-0.182225013,10.1
44:40.7,1.47943E+18,640,480,center_camera,center/1479426280742580376.jpg,0.054105207,-0.375,8.108055187,37.53361893,-122.329277,87.28633771,0.146644099,4,0,0.171721245,-0.174677694,-0.185322306,9.856776936
44:40.8,1.47943E+18,640,480,center_camera,center/1479426280792515160.jpg,0.054105207,-0.375,8.119271672,37.53362274,-122.329277,87.26236699,0.146519559,4,0,0.171576926,-0.343462794,-0.141024804,9.81
44:40.8,1.47943E+18,640,480,center_camera,center/1479426280842397912.jpg,0.054105207,-0.375,8.1341684,37.53362656,-122.3292694,87.23320353,0.146762711,4,0,0.172124117,-0.315936772,-0.135312257,9.683438713
44:40.9,1.47943E+18,640,480,center_camera,center/1479426280892542085.jpg,0.054105207,-0.4375,8.147039853,37.53363037,-122.3292694,87.21148004,0.146802704,4,0,0.171637231,-0.254348491,-0.155651509,9.748461982
44:40.9,1.47943E+18,640,480,center_camera,center/1479426280942605066.jpg,0.054105207,-0.4375,8.162310282,37.53363419,-122.3292694,87.23150452,0.147019178,4,0,0.171599293,-0.304582206,-0.158126691,9.955822061
44:41.0,1.47943E+18,640,480,center_camera,center/1479426280992502420.jpg,0.054105207,-0.495358476,8.172015827,37.53363419,-122.3292694,87.20826696,0.146821874,4,0,0.171801329,-0.245901185,-0.194098815,10.14393874
44:41.0,1.47943E+18,640,480,center_camera,center/1479426281042620999.jpg,0.054105207,-0.5,8.190075475,37.533638,-122.3292694,87.18124559,0.146796342,4,0,0.171679258,-0.297270008,-0.12,9.91
44:41.1,1.47943E+18,640,480,center_camera,center/1479426281092694759.jpg,0.052486597,-0.504537759,8.202374466,37.53364182,-122.3292694,87.15715146,0.146618529,4,0,0.172090134,-0.293304645,-0.153390711,9.776953554
44:41.1,1.47943E+18,640,480,center_camera,center/1479426281142591626.jpg,0.052359879,-0.625,8.215048673,37.53364563,-122.3292694,87.13416432,0.146772732,4,0,0.171923399,-0.302601285,-0.163479743,9.81
44:41.2,1.47943E+18,640,480,center_camera,center/1479426281192654532.jpg,0.05076118,-0.682249095,8.224766985,37.53364944,-122.3292694,87.14972709,0.146722223,4,0,0.172493305,-0.32039604,-0.166534653,9.81
44:41.2,1.47943E+18,640,480,center_camera,center/1479426281242716171.jpg,0.049890122,-0.713441569,8.238416833,37.53365326,-122.3292618,87.12204206,0.146745557,4,0,0.172871533,-0.194812535,-0.176455352,9.903660563
44:41.3,1.47943E+18,640,480,center_camera,center/1479426281292620249.jpg,0.043801471,-0.743975308,8.249464511,37.53365707,-122.3292618,87.10083475,0.147074692,4,0,0.175804054,-0.26205876,-0.147983212,9.970083942
44:41.3,1.47943E+18,640,480,center_camera,center/1479426281342686324.jpg,0.040142573,-0.837632284,8.261684126,37.53366089,-122.3292618,87.07195293,0.146912023,4,0,0.181986073,-0.390863337,-0.15,9.973788877
44:41.4,1.47943E+18,640,480,center_camera,center/1479426281392730407.jpg,0.035247735,-0.868891727,8.279741301,37.5336647,-122.3292618,87.04797337,0.147123159,4,0,0.184374765,-0.244817396,-0.16,9.92007388
44:41.4,1.47943E+18,640,480,center_camera,center/1479426281442704755.jpg,0.030725727,-0.875,8.292765206,37.53366852,-122.3292618,87.05780884,0.146576329,4,0,0.185280531,-0.33,-0.185990644,9.76990644
44:41.5,1.47943E+18,640,480,center_camera,center/1479426281492638189.jpg,0.026369186,-0.868223094,8.307429823,37.53367233,-122.3292618,87.03357673,0.147098181,4,0,0.185982654,-0.344051733,-0.134051733,9.76948267
44:41.5,1.47943E+18,640,480,center_camera,center/1479426281542679958.jpg,0.023756154,-0.8125,8.318826037,37.53367615,-122.3292618,87.0039035,0.146758351,4,0,0.184407115,-0.375519193,-0.118160269,9.769198654
44:41.6,1.47943E+18,640,480,center_camera,center/1479426281592720323.jpg,0.022689281,-0.701769115,8.332698879,37.53367996,-122.3292618,86.97827518,0.14661691,4,0,0.185459238,-0.422956292,-0.127043708,9.653187641
44:41.6,1.47943E+18,640,480,center_camera,center/1479426281642676746.jpg,0.022689281,-0.625,8.347605608,37.53368378,-122.3292542,86.94870429,0.146890813,4,0,0.185639337,-0.291302249,-0.11,10.11118568
44:41.7,1.47943E+18,640,480,center_camera,center/1479426281692693762.jpg,0.022689281,-0.570533284,8.36075374,37.53368759,-122.3292542,86.96699982,0.146310689,4,0,0.18569062,-0.43121955,-0.16121955,10.2
44:41.7,1.47943E+18,640,480,center_camera,center/1479426281742697165.jpg,0.022689281,-0.52329199,8.381590455,37.53369141,-122.3292542,86.94041528,0.146630521,4,0,0.18522229,-0.149481911,-0.095259044,9.762590444
44:41.8,1.47943E+18,640,480,center_camera,center/1479426281792826510.jpg,0.022689281,-0.617171335,8.388193362,37.53369522,-122.3292542,86.91782302,0.146576941,4,0,0.184965903,-0.455617135,-0.11,9.953011453
44:41.8,1.47943E+18,640,480,center_camera,center/1479426281842713950.jpg,0.022689281,-0.5625,8.402024283,37.53369904,-122.3292542,86.89034157,0.146652213,4,0,0.185267944,-0.459981022,-0.135003163,9.61
44:41.9,1.47943E+18,640,480,center_camera,center/1479426281892718930.jpg,0.022689281,-0.625,8.421041764,37.53370285,-122.3292542,86.86754412,0.146485571,4,0,0.185625141,-0.270163427,-0.095040857,9.956184849
44:41.9,1.47943E+18,640,480,center_camera,center/1479426281942731774.jpg,0.022689281,-0.602671603,8.433532418,37.53370667,-122.3292542,86.88414717,0.146580801,4,0,0.185382507,-0.284657975,-0.08,9.716840509
44:42.0,1.47943E+18,640,480,center_camera,center/1479426281992731769.jpg,0.022689281,-0.615800153,8.454329148,37.53371048,-122.3292542,86.8597528,0.146451683,4,0,0.185169145,-0.27,-0.11050926,10.01
44:42.0,1.47943E+18,640,480,center_camera,center/1479426282042796544.jpg,0.022689281,-0.625,8.469597839,37.53371429,-122.3292542,86.83120104,0.146864972,4,0,0.186147077,-0.324549802,-0.151800793,9.955498016
44:42.1,1.47943E+18,640,480,center_camera,center/1479426282092816479.jpg,0.022689281,-0.5625,8.4824928,37.53371811,-122.3292465,86.80990735,0.146489682,4,0,0.185656764,-0.244674689,-0.039349378,9.466746891
44:42.1,1.47943E+18,640,480,center_camera,center/1479426282142815905.jpg,0.022689281,-0.5625,8.501918606,37.53372192,-122.3292465,86.78331528,0.146419622,4,0,0.186051541,-0.373352246,-0.116647754,9.754507487
44:42.2,1.47943E+18,640,480,center_camera,center/1479426282192867194.jpg,0.022689281,-0.5,8.515793151,37.53372574,-122.3292465,86.80279404,0.146579426,4,0,0.186390569,-0.42,-0.089029188,9.700291877
44:42.2,1.47943E+18,640,480,center_camera,center/1479426282242786776.jpg,0.022689281,-0.583460926,8.533350473,37.53372955,-122.3292465,86.7753025,0.146523492,4,0,0.186543342,-0.17829013,-0.11,10.06092223
44:42.3,1.47943E+18,640,480,center_camera,center/1479426282292791290.jpg,0.022689281,-0.625,8.554150315,37.53373337,-122.3292465,86.75158173,0.146687374,4,0,0.186970856,-0.402448938,-0.095850354,9.951496461
44:42.3,1.47943E+18,640,480,center_camera,center/1479426282342836510.jpg,0.022689281,-0.583048524,8.569406365,37.53373718,-122.3292465,86.71948935,0.146809925,4,0,0.187272621,-0.265015623,-0.11,9.868359371
44:42.4,1.47943E+18,640,480,center_camera,center/1479426282392859738.jpg,0.022689281,-0.625,8.587918208,37.533741,-122.3292465,86.69377827,0.146877811,4,0,0.188163197,-0.353989224,-0.082021551,9.770107755
44:42.4,1.47943E+18,640,480,center_camera,center/1479426282442808113.jpg,0.022689281,-0.582445328,8.601773171,37.53374481,-122.3292465,86.71103448,0.146711665,4,0,0.187727422,-0.275461987,-0.107730994,9.671345032
44:42.5,1.47943E+18,640,480,center_camera,center/1479426282492796505.jpg,0.022689281,-0.675508795,8.618378856,37.53374863,-122.3292389,86.68582232,0.14668629,4,0,0.187128299,-0.228818079,-0.117454614,9.884546139
44:42.5,1.47943E+18,640,480,center_camera,center/1479426282542835016.jpg,0.020943951,-0.625,8.635067348,37.53375244,-122.3292389,86.65776789,0.146557606,4,0,0.187075615,-0.344372706,-0.083593177,9.745931765
44:42.6,1.47943E+18,640,480,center_camera,center/1479426282592835988.jpg,0.020943951,-0.674956969,8.648884763,37.53375626,-122.3292389,86.63507981,0.146754231,4,0,0.187930107,-0.38221862,-0.136443724,9.93887448
44:42.6,1.47943E+18,640,480,center_camera,center/1479426282642871510.jpg,0.020411992,-0.6875,8.667513418,37.53376007,-122.3292389,86.6108066,0.146544372,4,0,0.186948966,-0.27673547,-0.080103206,10.1
44:42.7,1.47943E+18,640,480,center_camera,center/1479426282692923770.jpg,0.019198623,-0.6875,8.679456791,37.53376389,-122.3292389,86.6317036,0.146192793,4,0,0.186978551,-0.273362204,-0.146637796,9.91
44:42.7,1.47943E+18,640,480,center_camera,center/1479426282742871462.jpg,0.018682346,-0.75,8.699687038,37.5337677,-122.3292389,86.6074297,0.146353511,4,0,0.187979388,-0.286556808,-0.096721596,10.00492628
44:42.8,1.47943E+18,640,480,center_camera,center/1479426282792829132.jpg,0.015707964,-0.75,8.71546989,37.53377151,-122.3292389,86.58766686,0.146890475,4,0,0.187107781,-0.379036364,-0.076987879,9.62264848
44:42.8,1.47943E+18,640,480,center_camera,center/1479426282842888264.jpg,0.011716981,-0.8125,8.732944367,37.53377533,-122.3292389,86.56357769,0.146361815,4,0,0.18581124,-0.28509938,-0.097019876,9.890795041
44:42.9,1.47943E+18,640,480,center_camera,center/1479426282892836637.jpg,0.005626634,-0.8125,8.749378205,37.53377914,-122.3292313,86.53987453,0.146872205,4,0,0.184139716,-0.402871709,-0.081486834,9.893279549
44:42.9,1.47943E+18,640,480,center_camera,center/1479426282942908845.jpg,0.000758713,-0.875,8.765459448,37.53378296,-122.3292313,86.56368531,0.147129052,4,0,0.1813085,-0.258680152,-0.142829962,9.892068895
44:43.0,1.47943E+18,640,480,center_camera,center/1479426282992904119.jpg,-0.004845405,-0.8125,8.781468697,37.53378677,-122.3292313,86.54312499,0.147017985,4,0,0.178040044,-0.190518804,-0.054740598,10.01
44:43.0,1.47943E+18,640,480,center_camera,center/1479426283042924453.jpg,-0.006981317,-0.71585172,8.795961936,37.53379059,-122.3292313,86.51885142,0.147343651,4,0,0.174103722,-0.430251076,-0.137437231,10.05130739
44:43.1,1.47943E+18,640,480,center_camera,center/1479426283092992993.jpg,-0.005634052,-0.5625,8.815399618,37.5337944,-122.3292313,86.49968261,0.147106179,4,0,0.173049093,-0.405127825,-0.122563913,9.858721747
44:43.1,1.47943E+18,640,480,center_camera,center/1479426283143090350.jpg,-0.005235988,-0.5625,8.82930318,37.53379822,-122.3292313,86.47541919,0.147320944,4,0,0.171385177,-0.46748269,-0.105006924,10.1
44:43.2,1.47943E+18,640,480,center_camera,center/1479426283193035558.jpg,-0.005235988,-0.625,8.845287918,37.53380203,-122.3292313,86.49496145,0.146863756,4,0,0.170250158,-0.283076219,-0.132307927,9.886920731
44:43.2,1.47943E+18,640,480,center_camera,center/1479426283242894621.jpg,-0.005235988,-0.6875,8.862533034,37.53380585,-122.3292313,86.4719711,0.146784732,4,0,0.167411171,-0.278210575,-0.123842069,9.989473563
44:43.3,1.47943E+18,640,480,center_camera,center/1479426283293003576.jpg,-0.005235988,-0.625,8.876420992,37.53380966,-122.3292313,86.45189731,0.146930734,4,0,0.164399174,-0.374358207,-0.121880598,9.864537336
44:43.3,1.47943E+18,640,480,center_camera,center/1479426283342965485.jpg,-0.005235988,-0.5625,8.893058437,37.53381348,-122.3292236,86.42988773,0.14692114,4,0,0.16117602,-0.320030517,-0.121671753,9.793282472
44:43.4,1.47943E+18,640,480,center_camera,center/1479426283392987483.jpg,-0.005235988,-0.515794077,8.904853697,37.53381729,-122.3292236,86.41281967,0.147401264,4,0,0.155551906,-0.418248129,-0.145255614,9.845037429
44:43.4,1.47943E+18,640,480,center_camera,center/1479426283443024438.jpg,-0.005235988,-0.5625,8.918027172,37.53382111,-122.3292236,86.42882873,0.146729772,4,0,0.150305404,-0.247380239,-0.17,9.669041913
44:43.5,1.47943E+18,640,480,center_camera,center/1479426283493005769.jpg,-0.005235988,-0.5,8.932611398,37.53382492,-122.3292236,86.41039965,0.147109983,4,0,0.150209383,-0.335666334,-0.112889111,9.966663338
44:43.5,1.47943E+18,640,480,center_camera,center/1479426283543012860.jpg,-0.004823648,-0.375,8.946413403,37.53382874,-122.3292236,86.38873297,0.146735083,4,0,0.149950415,-0.389874632,-0.186202987,9.63531342
44:43.6,1.47943E+18,640,480,center_camera,center/1479426283592986403.jpg,-0.003490658,-0.391804272,8.960364138,37.53383255,-122.3292236,86.36777811,0.146141536,4,0,0.150127609,-0.378765897,-0.127531795,9.531106923
44:43.6,1.47943E+18,640,480,center_camera,center/1479426283643029960.jpg,-0.003490658,-0.26428117,8.970713838,37.53383636,-122.3292236,86.34898231,0.146615529,4,0,0.149950415,-0.366330234,-0.23,9.897767447
44:43.7,1.47943E+18,640,480,center_camera,center/1479426283693027820.jpg,-0.003490658,-0.329761463,8.982566335,37.53384399,-122.3292236,86.37010669,0.146952917,4,0,0.150194556,-0.335302272,-0.177879091,10.01
44:43.7,1.47943E+18,640,480,center_camera,center/1479426283743074095.jpg,-0.003490658,-0.361185413,8.993508711,37.53384781,-122.329216,86.34749337,0.146624407,4,0,0.149950415,-0.335729459,-0.21213527,10.09039128
44:43.8,1.47943E+18,640,480,center_camera,center/1479426283792992282.jpg,-0.002243886,-0.3125,9.007539649,37.53385162,-122.329216,86.3282884,0.145868335,4,0,0.149950415,-0.29,-0.331107854,10.01
44:43.8,1.47943E+18,640,480,center_camera,center/1479426283843127175.jpg,-0.001368544,-0.223014738,9.011710991,37.53385544,-122.329216,86.30632791,0.146906731,4,0,0.150591773,-0.360359797,-0.281079391,9.995608122
44:43.9,1.47943E+18,640,480,center_camera,center/1479426283893073327.jpg,0.001237789,-0.16932504,9.020606807,37.53385925,-122.329216,86.28621828,0.147080232,4,0,0.149950415,-0.288941607,-0.29,9.899416068
44:43.9,1.47943E+18,640,480,center_camera,center/1479426283943081175.jpg,0.001745329,-0.1875,9.033333778,37.53386307,-122.329216,86.29983567,0.146864365,4,0,0.149950415,-0.371668391,-0.15944387,9.707219348
44:44.0,1.47943E+18,640,480,center_camera,center/1479426283993081622.jpg,0.001745329,-0.1875,9.040005665,37.53386688,-122.329216,86.27995586,0.146626803,4,0,0.150097916,-0.378479587,-0.240912248,9.821859218
44:44.0,1.47943E+18,640,480,center_camera,center/1479426284043136663.jpg,0.001745329,-0.2625112,9.050556299,37.5338707,-122.329216,86.25679578,0.147259301,4,0,0.150194556,-0.319928409,-0.319928409,10.09935568
44:44.1,1.47943E+18,640,480,center_camera,center/1479426284093048579.jpg,0.001745329,-0.269233349,9.057478497,37.53387451,-122.329216,86.23466298,0.147187736,4,0,0.149950415,-0.320918007,-0.25,10.19816399
44:44.1,1.47943E+18,640,480,center_camera,center/1479426284143116328.jpg,0.001745329,-0.4375,9.067724876,37.53387833,-122.329216,86.21021415,0.148144789,4,0,0.149950415,-0.220245887,-0.309631169,9.711229435
44:44.2,1.47943E+18,640,480,center_camera,center/1479426284193067443.jpg,0.001745329,-0.4177695,9.074999809,37.53388214,-122.3292084,86.22945779,0.150851801,4,0,0.150050252,-0.330892177,-0.257323468,9.992156452
44:44.2,1.47943E+18,640,480,center_camera,center/1479426284243080535.jpg,0.001745329,-0.5,9.084283475,37.53388596,-122.3292084,86.20301385,0.156987981,4,0,0.150616114,-0.330702224,-0.309473332,10.09315331
